Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	pos_1-octl_1	pos_1-octl_2	pos_1-octlW_1	pos_1-octlW_2	pos_butac_1	pos_butac_2	pos_butacW_1	pos_butacW_2	pos_chlor_1	pos_chlor_2	pos_chlorW_1	pos_chlorW_2	pos_chx_1	pos_chx_2	pos_chxW_1	pos_chxW_2	pos_dcm_1	pos_dcm_2	pos_dcmW_1	pos_dcmW_2	pos_DIWB_1	pos_DIWB_2	pos_glyctriol_1	pos_glyctriol_2	pos_glyctriolW_1	pos_glyctriolW_2	pos_hx_1	pos_hx_2	pos_hxW_1	pos_hxW_2	pos_no injection_1	pos_no injection_2	pos_no injection_3	pos_no injection_4	pos_octn_1	pos_octn_2	pos_octnW_1	pos_octnW_2	pos_olalc_1	pos_olalc_2	pos_olalcW_1	pos_olalcW_2	pos_test injection	pos_tol_1	pos_tol_2	pos_tolW_1	pos_tolW_2	pos_undec_1	pos_undec_2	pos_undecW_1	pos_undecW_2	Average	Stdev
3377	6.812	339.24939	w/o MS2:Kirenol	[M+H]+	ion correlated with 778; ion correlated with 4349; ion correlated with 2280; ion correlated with 2244; ion correlated with 3376; ion correlated with 2567; ion correlated with 3829; ion correlated with 1750; ion correlated with 2137; ion correlated with 2914; ion correlated with 657	0.02	False	6.75	339.25	C20H34O4	Diterpenoids	NRYNTARIOIRWAB-JPDRSCFKSA-N	OCC(O)C1(C=C2CCC3C(C)(CO)CC(O)CC3(C)C2CC1)C	530	True	True	False		False	False	null	null	99.8	100	null	null	null	12.59	pos_olalc_2	339.24939:5818 340.25274:1480 341.2561:686		144	0	120	168	631	187	147	144	153	820	663	125	166	249	331	139	183	466	694	0	0	149	284	134	130	239	134	129	0	117	167	133	156	152	105	101	123	178	26714	27323	9013	10608	212	486	0	124	486	111	246	137	367	1642.85834787406	5513.82470408091
3378	11.324	339.25024	w/o MS2:Kirenol	[M+H]+	ion correlated with 3265; ion correlated with 2540; ion correlated with 3357; ion correlated with 2812; similar chromatogram in higher mz_3627; similar chromatogram in higher mz_4144; similar chromatogram in higher mz_3425	0.078	False	6.75	339.25	C20H34O4	Diterpenoids	NRYNTARIOIRWAB-JPDRSCFKSA-N	OCC(O)C1(C=C2CCC3C(C)(CO)CC(O)CC3(C)C2CC1)C	530	True	True	False		False	False	null	null	100	99.9	null	null	null	43.69	pos_glyctriol_2	339.25024:32571 340.25359:6924 341.25695:894		8196	7901	4473	4767	5850	5981	4743	5032	3082	6247	1813	2631	4580	5957	5728	4639	2990	6654	3415	2138	4424	4864	210419	204442	35275	32437	4546	6313	4108	3665	3195	2330	2969	1619	4496	2983	3905	3206	13214	12567	5368	8959	1796	7535	6046	4407	5213	3061	2998	3224	2959	13908.9868379481	39967.4129018564
3379	11.831	339.25052	w/o MS2:Kirenol	[M+H]+	ion correlated with 3426; ion correlated with 2755	0.078	False	6.75	339.25	C20H34O4	Diterpenoids	NRYNTARIOIRWAB-JPDRSCFKSA-N	OCC(O)C1(C=C2CCC3C(C)(CO)CC(O)CC3(C)C2CC1)C	530	True	True	False		False	False	null	null	99.9	99.9	null	null	null	87.82	pos_glyctriol_1	339.25052:67483 340.25387:15199 341.25723:2300		11083	13303	8391	6098	6285	1345	2638	3543	7733	3106	5073	3791	5772	7144	5761	4486	5131	11065	6664	7976	5728	8434	388825	382353	48019	44865	4711	6734	6918	5225	4836	7672	2703	4541	4666	8083	4689	5518	15274	12230	11901	11709	9546	7477	7171	4355	7551	10462	9642	7722	5171	23355.3002929688	74373.566130972
3380	17.522	339.28934	Unknown	[M+H]+		0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	86.44	pos_glyctriol_1	339.28934:38128 340.29269:10017 341.29605:1723		2574	3397	6043	2809	10632	9202	3799	5475	3108	5377	2161	4464	4349	4716	4707	2394	2441	4772	2443	3381	9789	10732	229901	234122	2802	4480	2815	3043	3266	3816	10325	3673	6009	7658	7667	5569	4149	3457	5840	1763	23666	2998	5227	3757	10659	8049	3825	114008	10459	528812	276836	32106.1379609949	92349.65101027
3381	16.375	339.28955	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.95	pos_undecW_2	339.28955:44825 340.2929:11026 341.29626:2598		4024	4187	5379	4881	7914	6642	9094	4536	5253	7128	2846	8588	3788	3774	4701	4195	5292	3062	4383	4211	11592	7188	5589	2999	2528	5146	4815	3033	6126	1760	19454	15256	3117	6126	5609	3849	7160	4108	4702	3745	11451	9802	13298	5998	3686	3266	3660	70988	29997	64111	280035	14197.6121084176	40101.5836463473
3382	17.204	339.28973	Unknown	[M+H]+	ion correlated with 4915; similar chromatogram in higher mz_4739; similar chromatogram in higher mz_4240	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.6	pos_glyctriol_2	339.28973:6406 340.29308:2075 341.29644:1911		2083	1591	2129	3819	12750	7576	3417	10604	1945	6433	3694	2386	4940	1930	4263	4617	1746	2056	2259	4975	8688	7655	46850	47884	2165	2781	2566	2404	4335	3600	16761	9496	5672	7485	6908	2784	4567	4579	6039	5607	7080	7981	17594	3031	3321	4508	10118	150044	52360	238989	379372	22714.4377489277	64247.73836738
3383	5.338	340.19009	w/o MS2:MLS001076678-01!Cantil	[M+H]+		0.02	False	null	340.19199	C21H26BrNO3			[Br-].O=C(OC1CCC[N+](C)(C)C1)C(O)(c2ccccc2)c3ccccc3	530	True	True	False		False	False	null	null	98.2	null	null	null	null	25.13	pos_butac_2	340.19009:4241 341.19344:644 342.1968:340		3201	3604	1929	4957	17388	19305	2679	2209	4000	3667	7505	5971	2067	1738	615	1605	13408	12375	2014	1668	2375	2378	5501	5214	876	708	7017	8882	4464	1504	978	942	380	870	2045	2005	938	1999	14457	6202	5916	6985	731	9280	6814	2696	1893	2182	2028	4783	2129	4452.48416377049	4351.15410428922
3384	5.48	340.19012	w/o MS2:MLS001076678-01!Cantil	[M+H]+	ion correlated with 2917	0.157	False	null	340.19199	C21H26BrNO3			[Br-].O=C(OC1CCC[N+](C)(C)C1)C(O)(c2ccccc2)c3ccccc3	530	True	True	False		False	False	null	null	98.3	null	null	null	null	27.15	pos_butac_1	340.19012:10134 341.19347:1833 342.19683:1283		4561	4146	1706	2242	47171	46550	4410	4175	4169	4871	8982	8276	2859	2463	1549	601	19909	21801	2524	3135	864	614	15224	13564	343	592	19590	19881	469	1077	855	327	108	278	1906	3548	946	530	12629	12920	1984	915	611	16700	16778	1769	1412	3731	3452	563	388	6875.86751930386	10293.9177307442
3385	6.565	340.23178	w/o MS2:MLS002153317-01!Ro 25-6981 hydrochloride	[M+H]+		0.098	False	null	340.233	C22H30ClNO2			Cl.Oc1ccc(cc1)C(O)C(C)CN2CCC(Cc3ccccc3)CC2	530	True	True	False		False	False	null	null	99.3	null	null	null	null	20.56	pos_butac_2	340.23178:5856 341.23513:1668 342.23849:650		78402	85921	84101	88794	65232	61804	80403	28058	76810	73882	54847	80738	27037	29173	24271	9870	56019	76771	25859	66593	44137	33866	78333	30611	36327	81258	33786	82643	77410	31145	82608	35718	36553	68216	34044	48884	80338	80567	46549	66064	56620	35704	31752	86202	83510	72976	54522	33043	85551	81358	62856	58190.8800551471	22679.7052133112
3386	9.78	340.26773	w/o MS2:(4aR,6R,6aR,13S,13aR)-13-((S)-piperidin-2-yl)tetradecahydro-1H-6,13-methanodipyrido[1,2-a:3',2'-e]azocine	[M+H]+	ion correlated with 3387; ion correlated with 3560	0.02	False	5.09	340.26999	C20H35N3	Ormosia-type alkaloids	YUKCLPPRYNXRAF-CPPNMTBBSA-N	N1CCCCC1C23CN4CCCCC4C(CC5CCCNC52)C3	530	True	True	False		False	False	null	null	97.5	99.9	null	null	null	15.01	pos_glyctriolW_2	340.26773:3801 341.27108:1357 342.27444:0		2659	4441	4775	5137	834	1534	665	771	1144	2236	604	1261	1005	1450	1307	1257	602	897	680	1244	981	1214	38820	36945	21968	20993	907	1217	1565	1231	1207	541	1891	490	972	2364	1552	1338	1143	1034	667	626	1955	522	1509	951	360	1755	1303	765	1226	3617.96050905714	8084.62051625527
3387	9.778	340.2695	w/o MS2:(4aR,6R,6aR,13S,13aR)-13-((S)-piperidin-2-yl)tetradecahydro-1H-6,13-methanodipyrido[1,2-a:3',2'-e]azocine	[M+H]+	ion correlated with 3386; ion correlated with 3560	0.059	False	5.09	340.26999	C20H35N3	Ormosia-type alkaloids	YUKCLPPRYNXRAF-CPPNMTBBSA-N	N1CCCCC1C23CN4CCCCC4C(CC5CCCNC52)C3	530	True	True	False		False	False	null	null	99.9	99.9	null	null	null	22.13	pos_glyctriol_1	340.2695:6793 341.27285:1783 342.27621:841		2659	4413	3986	4895	376	1534	665	809	944	2236	604	1439	1005	1090	1307	1396	602	993	644	1270	981	1214	38592	36945	21968	20993	650	1217	1565	1231	1207	997	1039	490	972	2521	527	1250	517	433	265	626	1954	458	1741	891	217	1271	1303	765	1115	3505.57591965619	8091.42141326292
3388	17.017	340.33212	Unknown	[M+H]+		0.98	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	40.12	pos_DIWB_1	340.33212:11537 341.33547:2953 342.33883:1000		63431	64830	63952	76561	75181	87586	67335	67509	67198	52047	68312	55465	66776	62580	72426	76896	68656	61439	57004	65223	78672	96158	55529	69695	64292	63683	75252	62557	69622	73577	95058	68096	77759	70391	63123	67253	72179	53578	75975	75907	72933	67216	94852	70962	56968	61802	73113	70717	71931	79931	64531	69680.7239583333	9661.52649790275
3389	0.854	340.88171	Unknown	[M+H]+		0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.03	pos_test injection	340.88171:4399 341.88506:341 342.88842:0		1725	2040	2080	2918	1052	1458	1220	1156	2192	2322	1600	1503	1617	2272	2048	1924	1504	1079	1692	1627	16170	5647	645	1108	1828	1699	1699	1990	2719	1965	4573	1819	2862	6844	1563	1418	1739	1660	1586	1441	3140	2757	23121	1988	1674	1879	2125	1890	2276	3846	4317	2843.45074941598	3676.20277711199
3390	4.343	341.02591	w/o MS2:Gossypetin	[M+H]+	ion correlated with 1779; ion correlated with 3786; ion correlated with 3089; ion correlated with 1901; ion correlated with 1780	0.039	False	null	341.02679	C15H10O8	Flavonols	YRRAGUMVDQQZIY-UHFFFAOYSA-N	O=C1C(O)=C(OC=2C(O)=C(O)C=C(O)C12)C=3C=CC(O)=C(O)C3	530	True	True	False		False	False	null	null	99.6	null	null	null	null	12.91	pos_olalcW_2	341.02591:3779 342.02926:627 343.03262:0		357	314	170	104	0	0	106	108	168	219	111	0	139	107	506	101	270	452	0	95	0	0	147	453	339	399	106	275	121	254	123	106	0	105	0	0	100	354	12239	11264	21239	22024	0	135	613	154	93	104	214	133	144	1462.01720204073	4703.4355358032
3391	0.922	341.09927	w/o MS2:NCGC00347609-02!9-(2,3-dihydroxy-3-methylbutyl)-4-methoxyfuro[3,2-g]chromen-7-one	[M+H]+	ion correlated with 2217; ion correlated with 1898; ion correlated with 1878; ion correlated with 3299; ion correlated with 8; ion correlated with 1720; ion correlated with 1790; ion correlated with 3325; ion correlated with 3298; ion correlated with 1448; ion correlated with 1459; ion correlated with 1801; ion correlated with 3118; ion correlated with 1094; ion correlated with 2977; ion correlated with 2990; ion correlated with 3042; ion correlated with 3053; ion correlated with 4022; ion correlated with 582; ion correlated with 3788; ion correlated with 3495; ion correlated with 3500; ion correlated with 4256; ion correlated with 3187; ion correlated with 3186; ion correlated with 2260; ion correlated with 4105	0.039	False	null	341.099	C17H18O6	5-methoxypsoralens	CRAONLIHLOSKGE-UHFFFAOYSA-N	O=C1OC2=C(C=C1)C(OC)=C3C=COC3=C2CC(O)C(O)(C)C	530	True	True	False		False	False	null	null	100	null	null	null	null	16.68	pos_glyctriol_1	341.09927:3799 342.10262:474 343.10598:287		103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	9744	9060	957	1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413.133575738645	1846.48495123533
3392	8.294	341.13364	w/o MS2:Unknown (carbon number 20); PlaSMA ID-1868	[M+H]+	ion correlated with 3045; ion correlated with 3127; ion correlated with 3556	0.039	False	4.07	341.1348	C20H20O5	Unknown			530	True	True	False		False	False	null	null	99.3	99.9	null	null	null	11.96	pos_olalc_1	341.13364:4798 342.13699:372 343.14035:0		114	420	121	209	159	197	120	106	117	102	99	126	136	352	259	243	270	263	244	585	257	94	905	115	140	133	336	131	257	192	105	181	157	242	162	221	141	172	29589	28580	8089	10310	628	141	172	148	105	125	175	120	265	1698.5685673134	5865.319015413
3393	1.005	341.16211	w/o MS2:(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[4-hydroxy-2-(3-methylbut-2-enyl)phenoxy]oxane-3,4,5-triol	[M+H]+	ion correlated with 3187; ion correlated with 3186; ion correlated with 2260; ion correlated with 4105; ion correlated with 4001; ion correlated with 4003; ion correlated with 4114; ion correlated with 4731; ion correlated with 3153; ion correlated with 3869; ion correlated with 3586; ion correlated with 4490; ion correlated with 4612; ion correlated with 4614; ion correlated with 4707; ion correlated with 4713; ion correlated with 3954; ion correlated with 3966; ion correlated with 3710; ion correlated with 3851; ion correlated with 3642; ion correlated with 274; ion correlated with 989; ion correlated with 3634; ion correlated with 3914	0.039	False	null	341.15948	C17H24O7	Phenolic glycosides	TZABDPRGZVHMRW-NQNKBUKLSA-N	OC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C(=C1)CC=C(C)C	530	True	True	False		False	False	null	null	96.6	null	null	null	null	25.89	pos_glyctriol_2	341.16211:8526 342.16546:1820 343.16882:524		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	103	0	0	0	24945	25659	1666	1494	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	1062.68532517377	4955.9153184119
3394	6.656	341.17413	w/o MS2:Unknown (carbon number 21); PlaSMA ID-1879	[M+H]+	ion correlated with 1071; ion correlated with 86	0.137	False	9.48	341.17401	C21H24O4	Unknown			530	True	True	False		False	False	null	null	100	100	null	null	null	14.66	pos_chlor_1	341.17413:5956 342.17748:0 343.18084:1108		18611	18341	11643	11409	24410	23944	7635	8409	30840	27978	23462	23995	9639	10654	9464	7988	27620	29164	20067	22185	114	301	7719	9190	6484	5323	11981	13332	9849	9159	0	183	148	113	13130	13792	6600	6012	22092	20778	9895	9491	142	25429	26229	11988	10932	9658	8003	8314	7036	12762.2067981795	8727.90389675454
3395	3.55	341.1922	w/o MS2:MLS002153893-01!Yohimbinic acid monohydrate522-87-2	[M+H]+	ion correlated with 2937; ion correlated with 2588	0.176	False	null	341.19199	C20H26N2O4			O=C(O)C1C(O)CCC2CN3CCc4c5ccccc5[nH]c4C3CC12.O	530	True	True	False		False	False	null	null	100	null	null	null	null	19.15	pos_dcm_1	341.1922:9553 342.19555:1569 343.19891:468		204	401	225	279	32014	31487	1501	1853	24266	23850	11818	11951	940	1134	118	0	37153	34687	3375	3164	0	0	2046	2680	120	0	5881	6640	134	0	100	0	0	0	440	761	93	0	7336	6945	121	160	168	11282	13429	103	247	122	197	114	0	5481.21051264744	10038.0763541511
3396	8.491	341.19339	w/o MS2:MLS002153893-01!Yohimbinic acid monohydrate522-87-2	[M+H]+	ion correlated with 2878; ion correlated with 2879	0.078	False	null	341.19199	C20H26N2O4			O=C(O)C1C(O)CCC2CN3CCc4c5ccccc5[nH]c4C3CC12.O	530	True	True	False		False	False	null	null	99	null	null	null	null	26.51	pos_undec_2	341.19339:12936 342.19674:2357 343.2001:679		2038	797	1439	1011	1172	698	2328	2620	1307	2535	1485	2675	2165	1180	2505	2219	1030	458	973	2961	1872	4666	2778	2213	1171	4691	3032	2554	2031	2126	269	1187	808	1739	1423	1094	1949	2019	1913	1416	1896	1702	338	1137	1337	190	2220	68712	65701	46565	47761	6119.77476082596	15341.0321527027
3397	9.7	341.19388	w/o MS2:MLS002153893-01!Yohimbinic acid monohydrate522-87-2	[M+H]+		0.059	False	null	341.19199	C20H26N2O4			O=C(O)C1C(O)CCC2CN3CCc4c5ccccc5[nH]c4C3CC12.O	530	True	True	False		False	False	null	null	98.2	null	null	null	null	8.23	pos_tolW_2	341.19388:3452 342.19723:701 343.20059:2870		16026	15156	16914	19436	10013	9272	18933	19478	2527	2039	13875	15941	15960	15886	13486	14637	13750	13535	13093	12853	10020	9451	17393	19404	18158	18477	13472	11352	10643	12011	417	306	953	979	11801	10630	13853	14072	11102	10971	18673	18130	6097	11002	12806	18480	21482	14141	12885	14859	14359	12768.3960882449	5329.77903377827
3398	12.797	341.20657	w/o MS2:Perondroprilat	[M+H]+	ion correlated with 979; ion correlated with 2098	0.039	False	null	341.207	C17H28N2O5	Dipeptides	ODAIHABQVKJNIY-PEDHHIEDSA-N	O=C(O)C(NC(C(=O)N1C(C(=O)O)CC2CCCCC12)C)CCC	530	True	True	False		False	False	null	null	99.9	null	null	null	null	7.25	pos_glyctriol_2	341.20657:5210 342.20992:1567 343.21328:2136		745	2749	637	571	274	719	664	435	1180	1095	2057	235	735	1381	969	730	255	1556	874	296	726	206	43933	46032	1800	1519	969	1181	587	948	876	703	173	1254	614	1160	1316	1427	1690	2530	1652	966	844	713	514	405	541	204	1348	622	358	2666.03480230593	8655.6961294695
3399	13.053	341.20679	w/o MS2:Perondroprilat	[M+H]+	ion correlated with 1771	0.02	False	null	341.207	C17H28N2O5	Dipeptides	ODAIHABQVKJNIY-PEDHHIEDSA-N	O=C(O)C(NC(C(=O)N1C(C(=O)O)CC2CCCCC12)C)CCC	530	True	True	False		False	False	null	null	100	null	null	null	null	9.34	pos_glyctriol_2	341.20679:3425 342.21014:804 343.2135:0		1287	574	208	563	472	1058	629	530	424	465	785	724	370	909	964	2257	811	239	455	434	491	511	23803	22905	1118	1268	209	606	204	358	558	206	495	854	681	471	497	712	1805	1163	158	326	768	626	882	348	249	397	679	510	603	1541.52631542729	4469.2168169442
3400	3.695	341.22794	w/o MS2:MMV675969	[M+H]+		0.078	False	null	341.22299	C21H28N2O2			O=C(NC1CCCCC1Nc2ccc(cc2)C(C)(C)C)c3occc3	530	True	True	False		False	False	null	null	88.5	null	null	null	null	36.43	pos_butac_2	341.22794:17567 342.23129:4055 343.23465:656		17157	13888	9559	10566	68339	70832	41969	41984	11406	13572	12802	11146	4693	5624	4811	4920	14655	15397	7494	6748	2403	3245	7368	5953	4008	3813	6273	6462	4606	5599	1911	1372	2418	3940	5451	4422	4651	4065	11483	9675	7529	5122	2654	10793	10404	4887	5596	6541	5401	5192	6413	10925.7010306564	14276.4008553965
3401	15.951	341.26602	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	41.79	pos_no injection_1	341.26602:19737 342.26937:3984 343.27273:1128		148788	126905	148035	116583	125579	130181	126931	127339	145812	151634	155061	149480	123807	115911	128285	139997	130552	128900	139628	135681	138825	124886	128419	129038	115108	134284	124678	127484	130944	145012	149716	146355	144307	130416	145302	104713	147047	135689	136457	128645	136552	144440	148026	116811	150194	120332	127077	136277	138851	121515	143515	134235.412530637	11421.8724610317
3402	14.995	341.26654	Unknown	[M+H]+		0.843	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	75.03	pos_chlorW_1	341.26654:33853 342.26989:6618 343.27325:1040		217998	176388	190988	223533	173827	186487	172538	188834	222362	189148	193659	228916	164150	196446	234139	196058	214005	224902	230048	229900	224198	204389	181127	184721	208872	195349	196720	178382	186411	211829	195527	214625	178142	200671	198616	199106	208783	199590	293797	186592	181530	191654	224329	212001	209258	190105	337454	203759	209091	186094	195129	204748.607843137	28671.9987568518
3403	12.681	341.26889	Unknown	[M+H]+	ion correlated with 3268; ion correlated with 1076; ion correlated with 341; ion correlated with 3780; ion correlated with 3825; ion correlated with 4073; ion correlated with 507	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.88	pos_1-octlW_1	341.26889:7624 342.27224:2082 343.2756:0		2470	7270	42667	39320	2324	2277	2482	3247	2518	5222	4307	2384	3389	3145	4165	1603	1876	2442	1623	2153	2326	2484	5414	3574	4003	4306	2342	2813	5929	3040	4202	1687	3329	5213	2490	4166	2017	4308	3624	4438	3345	1222	2759	4052	3058	3324	3119	2763	1953	4577	2170	4724.07026941636	7507.6407771253
3404	12.515	341.2691	Unknown	[M+H]+	ion correlated with 3264; ion correlated with 3755; ion correlated with 48; ion correlated with 1352; ion correlated with 3463; ion correlated with 3519; ion correlated with 3356; ion correlated with 1074; ion correlated with 336; ion correlated with 482; ion correlated with 3613; ion correlated with 3781; ion correlated with 3824; ion correlated with 4072; similar chromatogram in higher mz_3781; similar chromatogram in higher mz_3824; similar chromatogram in higher mz_4072; similar chromatogram in higher mz_3900	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.28	pos_1-octlW_2	341.2691:5392 342.27245:1100 343.27581:734		3448	2493	29318	26681	2148	2750	2802	2061	1137	3613	1959	2748	2147	3394	2156	3467	2392	2887	2081	2537	2561	2814	3570	3939	2280	2671	2168	3437	7471	3382	3227	1934	2927	2463	2122	3912	1460	1962	2520	2155	2452	3029	3366	2551	3641	1411	2113	3739	4627	1986	3016	3786.72311820236	5042.652002486
3405	18.605	341.3031	Unknown	[M+H]+		0.235	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.57	pos_undecW_1	341.3031:6469 342.30645:1297 343.30981:552		62899	62455	58663	55743	78298	64787	62623	84238	50546	63289	59177	52423	55821	49841	66628	60068	58762	54595	61429	54900	59628	68343	55297	56665	62122	57859	48927	58450	52672	58513	11190	69087	68560	67259	61358	35975	57734	48772	53994	54406	58136	61518	68933	54379	59152	53600	58560	71036	71106	78321	62860	59247.0306181066	10724.4418365225
3406	19.084	341.3049	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	80.49	pos_no injection_2	341.3049:33182 342.30825:8637 343.31161:1566		300444	293420	323450	291836	344503	334067	299912	325178	276518	311506	308769	308551	289753	298997	306172	309065	299200	283542	305043	304754	310250	319418	291848	308992	302964	277442	279461	305730	275055	282931	326265	297711	316704	295594	289311	283263	302953	304441	322236	283727	317089	282237	334689	289616	296193	260561	279602	297311	318950	300836	323304	301791.519301471	17410.7897321944
3407	18.596	341.30511	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.94	pos_butac_2	341.30511:7100 342.30846:1568 343.31182:550		62899	62455	58663	55743	78298	64787	62623	84238	50546	63289	59177	52423	55821	49841	30130	60068	58762	54595	61429	54900	59628	68343	55297	56665	62122	57859	48927	58450	52672	58513	58226	69087	68560	67259	61358	35975	57734	48772	53994	54406	58136	61518	68933	54379	54878	53600	58560	71036	71106	79919	62860	59401.1835554534	9291.89091753251
3408	6.656	342.16034	w/o MS2:NCGC00385937-01_C16H23NO7_2H-[1,6]Dioxacycloundecino[2,3,4-gh]pyrrolizine-2,6(3H)-dione, 4,5,8,10,12,13,13a,13b-octahydro-3,4-dihydroxy-3,4,5-trimethyl-, 11-oxide	[M+H]+	ion correlated with 1061; ion correlated with 86; ion correlated with 4227; ion correlated with 3436; ion correlated with 3927; ion correlated with 3928	0.196	False	null	342.155	C16H23NO7	Pyrrolizines	LJYFZKKLKJAKAX-UHFFFAOYSA-N	O=C1OCC2=CCN3(=O)CCC(OC(=O)C(O)(C)C(O)(C)C1C)C23	530	True	True	False		False	False	null	null	86.7	null	null	null	null	17.28	pos_dcm_2	342.16034:4494 343.16369:984 344.16705:469		16434	14901	9442	9602	20488	18930	8011	7506	22756	24186	18734	19298	9162	9285	8221	8205	22222	22850	15941	17663	118	234	7376	7533	6223	5819	11719	10615	8464	8597	170	254	183	0	10827	10440	5205	5700	18856	17831	7974	8922	530	20350	20234	10589	9393	6139	7227	7236	6662	10691.3407669067	6853.702056728
